timestamp,station_id,lat,lon,wave_height_m,period_s,temp_c,wind_speed_mps,pressure_hpa,runup_m,risk_level,is_cyclone_event,cyclone_intensity
2023-01-03T21:00:00Z,BUOY-DVK-01,20.4,72.8,1.29,8.1,26.2,4.84,1011.5,0.6524,SAFE,0,0.0
2023-01-03T22:00:00Z,BUOY-VZG-01,17.72,83.4,0.91,7.6,26.3,4.3,1012.9,0.5142,SAFE,0,0.0
2023-01-03T23:00:00Z,BUOY-CHN-01,13.1,80.35,0.94,7.6,25.9,4.22,1012.5,0.5226,SAFE,0,0.0
2023-01-04T00:00:00Z,BUOY-MUM-01,19.4,72.2,1.06,7.6,25.1,3.89,1008.6,0.5549,SAFE,0,0.0
2023-01-04T01:00:00Z,BUOY-GOA-01,15.3,73.8,1.05,7.4,25.7,3.49,1014.1,0.5378,SAFE,0,0.0
2023-01-04T02:00:00Z,BUOY-KOC-01,9.97,76.25,0.89,7.9,25.2,3.57,1010.5,0.5285,SAFE,0,0.0
2023-01-04T03:00:00Z,BUOY-PUR-01,19.8,85.9,0.93,7.2,25.9,3.01,1012.5,0.4924,SAFE,0,0.0
2023-01-04T04:00:00Z,BUOY-DIG-01,21.65,87.55,1.06,7.0,26.2,4.03,1014.4,0.5111,SAFE,0,0.0
2023-01-04T05:00:00Z,BUOY-GUJ-01,21.6,69.6,1.12,8.0,25.8,4.34,1014.6,0.6004,SAFE,0,0.0
2023-01-04T06:00:00Z,BUOY-TUT-01,8.8,78.2,1.01,8.1,26.1,3.67,1019.5,0.5773,SAFE,0,0.0
2023-01-04T07:00:00Z,BUOY-DVK-01,20.4,72.8,1.15,7.8,26.1,4.11,1011.9,0.5932,SAFE,0,0.0
2023-01-04T08:00:00Z,BUOY-VZG-01,17.72,83.4,0.81,7.3,26.2,3.72,1012.4,0.4659,SAFE,0,0.0
2023-01-04T09:00:00Z,BUOY-CHN-01,13.1,80.35,0.99,7.5,25.7,4.11,1013.8,0.5292,SAFE,0,0.0
2023-01-04T10:00:00Z,BUOY-MUM-01,19.4,72.2,0.99,7.6,25.3,3.47,1010.5,0.5363,SAFE,0,0.0
2023-01-04T11:00:00Z,BUOY-GOA-01,15.3,73.8,1.02,7.5,25.5,3.12,1014.2,0.5372,SAFE,0,0.0
2023-01-04T12:00:00Z,BUOY-KOC-01,9.97,76.25,1.0,8.1,24.8,2.74,1009.2,0.5744,SAFE,0,0.0
2023-01-04T13:00:00Z,BUOY-PUR-01,19.8,85.9,0.96,7.0,26.0,3.55,1012.1,0.4864,SAFE,0,0.0
2023-01-04T14:00:00Z,BUOY-DIG-01,21.65,87.55,1.02,7.0,26.0,3.69,1015.8,0.5014,SAFE,0,0.0
2023-01-04T15:00:00Z,BUOY-GUJ-01,21.6,69.6,1.13,8.0,26.0,3.16,1013.3,0.6031,SAFE,0,0.0
2023-01-04T16:00:00Z,BUOY-TUT-01,8.8,78.2,0.96,7.9,25.9,3.71,1017.8,0.5489,SAFE,0,0.0
2023-01-04T17:00:00Z,BUOY-DVK-01,20.4,72.8,1.01,7.8,25.9,4.2,1011.1,0.5559,SAFE,0,0.0
2023-01-04T18:00:00Z,BUOY-VZG-01,17.72,83.4,0.88,7.1,26.0,3.76,1012.3,0.4723,SAFE,0,0.0
2023-01-04T19:00:00Z,BUOY-CHN-01,13.1,80.35,1.05,7.6,25.6,3.87,1015.3,0.5523,SAFE,0,0.0
2023-01-04T20:00:00Z,BUOY-MUM-01,19.4,72.2,0.82,7.6,25.6,3.34,1010.1,0.4881,SAFE,0,0.0
2023-01-04T21:00:00Z,BUOY-GOA-01,15.3,73.8,1.01,7.5,25.2,3.53,1014.6,0.5345,SAFE,0,0.0
2023-01-04T22:00:00Z,BUOY-KOC-01,9.97,76.25,0.97,8.1,25.1,2.44,1010.0,0.5658,SAFE,0,0.0
2023-01-04T23:00:00Z,BUOY-PUR-01,19.8,85.9,1.01,7.0,26.4,3.8,1010.9,0.4989,SAFE,0,0.0
2023-01-05T00:00:00Z,BUOY-DIG-01,21.65,87.55,1.04,7.3,26.2,3.32,1016.8,0.528,SAFE,0,0.0
2023-01-05T01:00:00Z,BUOY-GUJ-01,21.6,69.6,1.04,8.0,26.2,2.49,1013.8,0.5786,SAFE,0,0.0
2023-01-05T02:00:00Z,BUOY-TUT-01,8.8,78.2,0.86,7.6,25.9,3.81,1017.4,0.4998,SAFE,0,0.0
2023-01-05T03:00:00Z,BUOY-DVK-01,20.4,72.8,0.96,7.9,26.2,4.42,1012.9,0.5489,SAFE,0,0.0
2023-01-05T04:00:00Z,BUOY-VZG-01,17.72,83.4,0.9,7.1,26.0,3.6,1011.1,0.4777,SAFE,0,0.0
2023-01-05T05:00:00Z,BUOY-CHN-01,13.1,80.35,0.92,7.6,25.6,3.01,1015.9,0.517,SAFE,0,0.0
2023-01-05T06:00:00Z,BUOY-MUM-01,19.4,72.2,0.87,7.9,25.3,3.74,1009.4,0.5226,SAFE,0,0.0
2023-01-05T07:00:00Z,BUOY-GOA-01,15.3,73.8,0.95,7.6,25.3,3.12,1015.1,0.5253,SAFE,0,0.0
2023-01-05T08:00:00Z,BUOY-KOC-01,9.97,76.25,1.01,8.4,25.1,3.62,1009.4,0.5987,SAFE,0,0.0
2023-01-05T09:00:00Z,BUOY-PUR-01,19.8,85.9,1.05,7.2,26.3,4.19,1010.8,0.5232,SAFE,0,0.0
2023-01-05T10:00:00Z,BUOY-DIG-01,21.65,87.55,1.01,7.2,26.0,3.55,1015.8,0.5132,SAFE,0,0.0
2023-01-05T11:00:00Z,BUOY-GUJ-01,21.6,69.6,1.01,7.7,26.1,2.06,1012.5,0.5488,SAFE,0,0.0
2023-01-05T12:00:00Z,BUOY-TUT-01,8.8,78.2,0.78,7.6,25.5,4.26,1016.2,0.476,SAFE,0,0.0
2023-01-05T13:00:00Z,BUOY-DVK-01,20.4,72.8,0.96,7.9,26.0,4.23,1013.0,0.5489,SAFE,0,0.0
2023-01-05T14:00:00Z,BUOY-VZG-01,17.72,83.4,0.93,7.1,25.6,3.4,1012.6,0.4856,SAFE,0,0.0
2023-01-05T15:00:00Z,BUOY-CHN-01,13.1,80.35,0.92,7.4,25.4,2.62,1015.7,0.5034,SAFE,0,0.0
2023-01-05T16:00:00Z,BUOY-MUM-01,19.4,72.2,1.02,8.0,25.3,3.84,1007.5,0.573,SAFE,0,0.0
2023-01-05T17:00:00Z,BUOY-GOA-01,15.3,73.8,0.87,7.6,25.1,3.32,1014.4,0.5027,SAFE,0,0.0
2023-01-05T18:00:00Z,BUOY-KOC-01,9.97,76.25,0.99,8.5,25.1,3.42,1011.2,0.5998,SAFE,0,0.0
2023-01-05T19:00:00Z,BUOY-PUR-01,19.8,85.9,0.95,7.1,25.8,4.08,1008.8,0.4908,SAFE,0,0.0
2023-01-05T20:00:00Z,BUOY-DIG-01,21.65,87.55,1.03,6.9,25.7,3.7,1015.7,0.4966,SAFE,0,0.0
2023-01-05T21:00:00Z,BUOY-GUJ-01,21.6,69.6,1.01,7.6,26.1,2.37,1012.9,0.5417,SAFE,0,0.0
2023-01-05T22:00:00Z,BUOY-TUT-01,8.8,78.2,0.69,7.5,25.3,4.58,1014.4,0.4418,SAFE,0,0.0
2023-01-05T23:00:00Z,BUOY-DVK-01,20.4,72.8,0.96,8.0,26.0,4.47,1013.0,0.5559,SAFE,0,0.0
2023-01-06T00:00:00Z,BUOY-VZG-01,17.72,83.4,0.94,7.3,26.2,3.19,1012.8,0.5019,SAFE,0,0.0
2023-01-06T01:00:00Z,BUOY-CHN-01,13.1,80.35,0.99,7.4,25.4,2.49,1015.4,0.5222,SAFE,0,0.0
2023-01-06T02:00:00Z,BUOY-MUM-01,19.4,72.2,1.0,7.9,25.5,4.08,1008.4,0.5603,SAFE,0,0.0
2023-01-06T03:00:00Z,BUOY-GOA-01,15.3,73.8,0.74,7.6,25.9,3.25,1014.6,0.4637,SAFE,0,0.0
2023-01-06T04:00:00Z,BUOY-KOC-01,9.97,76.25,0.91,8.4,25.2,3.5,1010.6,0.5683,SAFE,0,0.0
2023-01-06T05:00:00Z,BUOY-PUR-01,19.8,85.9,1.03,7.2,26.0,4.28,1008.1,0.5182,SAFE,0,0.0
2023-01-06T06:00:00Z,BUOY-DIG-01,21.65,87.55,0.98,7.1,26.0,2.96,1013.5,0.4985,SAFE,0,0.0
2023-01-06T07:00:00Z,BUOY-GUJ-01,21.6,69.6,1.01,7.2,26.3,2.68,1012.2,0.5132,SAFE,0,0.0
2023-01-06T08:00:00Z,BUOY-TUT-01,8.8,78.2,0.72,7.6,25.1,4.46,1013.6,0.4573,SAFE,0,0.0
2023-01-06T09:00:00Z,BUOY-DVK-01,20.4,72.8,0.94,8.2,25.9,4.72,1012.9,0.5638,SAFE,0,0.0
2023-01-06T10:00:00Z,BUOY-VZG-01,17.72,83.4,0.92,7.2,26.2,3.01,1013.2,0.4898,SAFE,0,0.0
2023-01-06T11:00:00Z,BUOY-CHN-01,13.1,80.35,0.93,7.4,25.5,2.92,1013.4,0.5061,SAFE,0,0.0
2023-01-06T12:00:00Z,BUOY-MUM-01,19.4,72.2,0.99,8.2,25.2,3.64,1008.1,0.5786,SAFE,0,0.0
2023-01-06T13:00:00Z,BUOY-GOA-01,15.3,73.8,0.71,7.4,25.4,2.99,1013.5,0.4422,SAFE,0,0.0
2023-01-06T14:00:00Z,BUOY-KOC-01,9.97,76.25,0.85,8.4,25.1,3.3,1011.9,0.5492,SAFE,0,0.0
2023-01-06T15:00:00Z,BUOY-PUR-01,19.8,85.9,1.13,7.0,25.8,4.0,1010.5,0.5277,SAFE,0,0.0
2023-01-06T16:00:00Z,BUOY-DIG-01,21.65,87.55,1.05,7.1,25.3,3.13,1015.3,0.516,SAFE,0,0.0
2023-01-06T17:00:00Z,BUOY-GUJ-01,21.6,69.6,1.0,7.0,26.0,2.62,1010.9,0.4964,SAFE,0,0.0
2023-01-06T18:00:00Z,BUOY-TUT-01,8.8,78.2,0.72,7.4,25.1,4.62,1012.5,0.4453,SAFE,0,0.0
2023-01-06T19:00:00Z,BUOY-DVK-01,20.4,72.8,1.09,8.0,25.6,3.9,1012.2,0.5923,SAFE,0,0.0
2023-01-06T20:00:00Z,BUOY-VZG-01,17.72,83.4,0.9,7.1,25.9,2.62,1012.4,0.4777,SAFE,0,0.0
2023-01-06T21:00:00Z,BUOY-CHN-01,13.1,80.35,0.98,7.2,25.4,3.08,1011.9,0.5055,SAFE,0,0.0
2023-01-06T22:00:00Z,BUOY-MUM-01,19.4,72.2,0.9,8.1,25.4,3.26,1007.8,0.545,SAFE,0,0.0
2023-01-06T23:00:00Z,BUOY-GOA-01,15.3,73.8,0.71,7.5,25.4,3.24,1012.6,0.4482,SAFE,0,0.0
2023-01-07T00:00:00Z,BUOY-KOC-01,9.97,76.25,0.9,8.4,25.2,2.91,1013.6,0.5651,SAFE,0,0.0
2023-01-07T01:00:00Z,BUOY-PUR-01,19.8,85.9,1.13,7.1,25.9,4.03,1009.9,0.5353,SAFE,0,0.0
2023-01-07T02:00:00Z,BUOY-DIG-01,21.65,87.55,0.91,7.1,25.5,2.97,1013.9,0.4803,SAFE,0,0.0
2023-01-07T03:00:00Z,BUOY-GUJ-01,21.6,69.6,0.97,6.8,25.9,3.57,1012.0,0.475,SAFE,0,0.0
2023-01-07T04:00:00Z,BUOY-TUT-01,8.8,78.2,0.78,7.3,25.0,5.21,1014.9,0.4572,SAFE,0,0.0
2023-01-07T05:00:00Z,BUOY-DVK-01,20.4,72.8,1.03,8.0,26.2,3.92,1012.4,0.5758,SAFE,0,0.0
2023-01-07T06:00:00Z,BUOY-VZG-01,17.72,83.4,0.92,7.3,26.1,2.93,1012.3,0.4966,SAFE,0,0.0
2023-01-07T07:00:00Z,BUOY-CHN-01,13.1,80.35,0.95,7.1,25.5,2.78,1011.6,0.4908,SAFE,0,0.0
2023-01-07T08:00:00Z,BUOY-MUM-01,19.4,72.2,0.91,8.0,25.4,3.34,1008.4,0.5412,SAFE,0,0.0
2023-01-07T09:00:00Z,BUOY-GOA-01,15.3,73.8,0.74,7.4,25.8,3.6,1012.9,0.4515,SAFE,0,0.0
2023-01-07T10:00:00Z,BUOY-KOC-01,9.97,76.25,0.88,8.4,25.0,3.27,1013.8,0.5588,SAFE,0,0.0
2023-01-07T11:00:00Z,BUOY-PUR-01,19.8,85.9,1.18,7.3,25.5,4.42,1010.9,0.5624,SAFE,0,0.0
2023-01-07T12:00:00Z,BUOY-DIG-01,21.65,87.55,0.98,7.1,25.2,2.69,1013.6,0.4985,SAFE,0,0.0
2023-01-07T13:00:00Z,BUOY-GUJ-01,21.6,69.6,0.96,6.8,25.6,4.0,1012.2,0.4725,SAFE,0,0.0
2023-01-07T14:00:00Z,BUOY-TUT-01,8.8,78.2,0.82,7.2,24.8,5.64,1012.3,0.4624,SAFE,0,0.0
2023-01-07T15:00:00Z,BUOY-DVK-01,20.4,72.8,0.91,7.9,25.7,3.09,1010.6,0.5345,SAFE,0,0.0
2023-01-07T16:00:00Z,BUOY-VZG-01,17.72,83.4,1.06,7.4,25.7,2.92,1013.5,0.5403,SAFE,0,0.0
2023-01-07T17:00:00Z,BUOY-CHN-01,13.1,80.35,0.95,7.1,25.0,2.62,1010.6,0.4908,SAFE,0,0.0
2023-01-07T18:00:00Z,BUOY-MUM-01,19.4,72.2,0.92,7.7,25.3,3.35,1007.7,0.5238,SAFE,0,0.0
2023-01-07T19:00:00Z,BUOY-GOA-01,15.3,73.8,0.73,7.4,25.9,3.53,1013.0,0.4484,SAFE,0,0.0
2023-01-07T20:00:00Z,BUOY-KOC-01,9.97,76.25,0.89,8.3,25.0,3.33,1011.5,0.5553,SAFE,0,0.0
2023-01-07T21:00:00Z,BUOY-PUR-01,19.8,85.9,1.04,7.6,25.5,4.44,1012.7,0.5497,SAFE,0,0.0
2023-01-07T22:00:00Z,BUOY-DIG-01,21.65,87.55,0.91,7.4,25.5,3.48,1013.0,0.5006,SAFE,0,0.0
2023-01-07T23:00:00Z,BUOY-GUJ-01,21.6,69.6,1.07,6.7,25.7,3.77,1014.4,0.4915,SAFE,0,0.0
2023-01-08T00:00:00Z,BUOY-TUT-01,8.8,78.2,0.76,7.1,25.1,5.28,1011.9,0.439,SAFE,0,0.0
2023-01-08T01:00:00Z,BUOY-DVK-01,20.4,72.8,0.87,7.6,26.1,3.66,1010.6,0.5027,SAFE,0,0.0
2023-01-08T02:00:00Z,BUOY-VZG-01,17.72,83.4,1.0,7.5,25.7,3.69,1013.8,0.5319,SAFE,0,0.0
2023-01-08T03:00:00Z,BUOY-CHN-01,13.1,80.35,1.02,7.0,25.5,2.76,1011.0,0.5014,SAFE,0,0.0
2023-01-08T04:00:00Z,BUOY-MUM-01,19.4,72.2,0.85,7.6,25.4,3.14,1007.6,0.4969,SAFE,0,0.0
2023-01-08T05:00:00Z,BUOY-GOA-01,15.3,73.8,0.8,7.2,26.3,3.79,1011.8,0.4567,SAFE,0,0.0
2023-01-08T06:00:00Z,BUOY-KOC-01,9.97,76.25,0.96,8.2,25.2,3.17,1012.4,0.5698,SAFE,0,0.0
2023-01-08T07:00:00Z,BUOY-PUR-01,19.8,85.9,1.06,7.4,25.5,4.4,1012.1,0.5403,SAFE,0,0.0
2023-01-08T08:00:00Z,BUOY-DIG-01,21.65,87.55,0.95,7.5,25.2,3.47,1012.3,0.5184,SAFE,0,0.0
2023-01-08T09:00:00Z,BUOY-GUJ-01,21.6,69.6,1.03,6.8,25.3,3.59,1014.9,0.4894,SAFE,0,0.0
2023-01-08T10:00:00Z,BUOY-TUT-01,8.8,78.2,0.75,7.0,25.1,5.14,1011.7,0.4299,SAFE,0,0.0
2023-01-08T11:00:00Z,BUOY-DVK-01,20.4,72.8,0.92,7.5,25.6,3.56,1012.4,0.5102,SAFE,0,0.0
2023-01-08T12:00:00Z,BUOY-VZG-01,17.72,83.4,1.01,7.5,25.5,3.29,1014.6,0.5345,SAFE,0,0.0
2023-01-08T13:00:00Z,BUOY-CHN-01,13.1,80.35,1.01,7.0,25.2,2.57,1011.2,0.4989,SAFE,0,0.0
2023-01-08T14:00:00Z,BUOY-MUM-01,19.4,72.2,0.98,7.4,25.3,3.05,1008.7,0.5195,SAFE,0,0.0
2023-01-08T15:00:00Z,BUOY-GOA-01,15.3,73.8,0.87,7.4,26.3,4.15,1009.5,0.4895,SAFE,0,0.0
2023-01-08T16:00:00Z,BUOY-KOC-01,9.97,76.25,0.95,8.0,25.1,2.83,1010.1,0.553,SAFE,0,0.0
2023-01-08T17:00:00Z,BUOY-PUR-01,19.8,85.9,1.07,7.4,25.5,4.17,1010.6,0.5429,SAFE,0,0.0
2023-01-08T18:00:00Z,BUOY-DIG-01,21.65,87.55,0.99,7.2,25.2,3.83,1011.9,0.5081,SAFE,0,0.0
2023-01-08T19:00:00Z,BUOY-GUJ-01,21.6,69.6,0.96,6.5,25.5,3.76,1013.6,0.4517,SAFE,0,0.0
2023-01-08T20:00:00Z,BUOY-TUT-01,8.8,78.2,0.85,7.1,25.0,4.21,1011.5,0.4642,SAFE,0,0.0
2023-01-08T21:00:00Z,BUOY-DVK-01,20.4,72.8,0.94,7.5,25.7,3.56,1011.6,0.5157,SAFE,0,0.0
2023-01-08T22:00:00Z,BUOY-VZG-01,17.72,83.4,1.02,7.3,25.8,3.14,1014.5,0.5229,SAFE,0,0.0
2023-01-08T23:00:00Z,BUOY-CHN-01,13.1,80.35,1.02,7.2,25.8,3.02,1011.6,0.5157,SAFE,0,0.0
2023-01-09T00:00:00Z,BUOY-MUM-01,19.4,72.2,0.99,7.1,25.5,3.11,1010.1,0.501,SAFE,0,0.0
2023-01-09T01:00:00Z,BUOY-GOA-01,15.3,73.8,0.84,7.2,26.4,3.16,1008.8,0.468,SAFE,0,0.0
2023-01-09T02:00:00Z,BUOY-KOC-01,9.97,76.25,0.9,7.8,25.5,2.1,1009.7,0.5248,SAFE,0,0.0
